4.0,4.666666666666667,5.333333333333333,6.0,6.666666666666666,7.333333333333333,8.0,8.666666666666666,9.333333333333332,10.0,10.666666666666666,11.333333333333332,12.0,12.666666666666666,13.333333333333332,14.0,14.666666666666666,15.333333333333332,16.0,16.666666666666664,17.333333333333332,18.0,18.666666666666664,19.333333333333332,20.0
0.0,0.25,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5,2.75,3.0,3.25,3.5,3.75,4.0,4.25,4.5,4.75,5.0,5.25,5.5,5.75,6.0
DC_size, DC_shift, sort_size, sort_shift, number_of_rides
13.333333333333332,2.0,26.666666666666664,0,2699
13.333333333333332,2.25,26.666666666666664,0,2741
13.333333333333332,2.5,26.666666666666664,0,2674
13.333333333333332,2.75,26.666666666666664,0,2847
13.333333333333332,3.0,26.666666666666664,0,3035
13.333333333333332,3.25,26.666666666666664,0,3389
13.333333333333332,3.5,26.666666666666664,0,3315
13.333333333333332,3.75,26.666666666666664,0,2660
13.333333333333332,4.0,26.666666666666664,0,2712
13.333333333333332,4.25,26.666666666666664,0,2445
13.333333333333332,4.5,26.666666666666664,0,2294
13.333333333333332,4.75,26.666666666666664,0,2321
13.333333333333332,5.0,26.666666666666664,0,2446
13.333333333333332,5.25,26.666666666666664,0,2387
13.333333333333332,5.5,26.666666666666664,0,2557
13.333333333333332,5.75,26.666666666666664,0,2390
13.333333333333332,6.0,26.666666666666664,0,2712
14.0,0.0,28.0,0,1632
14.0,0.25,28.0,0,1835
14.0,0.5,28.0,0,2099
14.0,0.75,28.0,0,2255
14.0,1.0,28.0,0,2440
14.0,1.25,28.0,0,2716
14.0,1.5,28.0,0,2896
14.0,1.75,28.0,0,3085
14.0,2.0,28.0,0,2715
14.0,2.25,28.0,0,2825
14.0,2.5,28.0,0,2743
14.0,2.75,28.0,0,2695
14.0,3.0,28.0,0,2980
14.0,3.25,28.0,0,3167
14.0,3.5,28.0,0,3317
14.0,3.75,28.0,0,3238
14.0,4.0,28.0,0,2658
14.0,4.25,28.0,0,2615
14.0,4.5,28.0,0,2402
14.0,4.75,28.0,0,2316
14.0,5.0,28.0,0,2340
14.0,5.25,28.0,0,2423
14.0,5.5,28.0,0,2292
14.0,5.75,28.0,0,2551
14.0,6.0,28.0,0,2345
14.666666666666666,0.0,29.333333333333332,0,1396
14.666666666666666,0.25,29.333333333333332,0,1838
14.666666666666666,0.5,29.333333333333332,0,2112
14.666666666666666,0.75,29.333333333333332,0,2276
14.666666666666666,1.0,29.333333333333332,0,2528
14.666666666666666,1.25,29.333333333333332,0,2635
14.666666666666666,1.5,29.333333333333332,0,2880
14.666666666666666,1.75,29.333333333333332,0,3011
14.666666666666666,2.0,29.333333333333332,0,2875
14.666666666666666,2.25,29.333333333333332,0,2882
14.666666666666666,2.5,29.333333333333332,0,2755
14.666666666666666,2.75,29.333333333333332,0,2836
14.666666666666666,3.0,29.333333333333332,0,2834
14.666666666666666,3.25,29.333333333333332,0,3070
14.666666666666666,3.5,29.333333333333332,0,3242
14.666666666666666,3.75,29.333333333333332,0,3350
14.666666666666666,4.0,29.333333333333332,0,3162
14.666666666666666,4.25,29.333333333333332,0,2735
14.666666666666666,4.5,29.333333333333332,0,2716
14.666666666666666,4.75,29.333333333333332,0,2388
14.666666666666666,5.0,29.333333333333332,0,2312
14.666666666666666,5.25,29.333333333333332,0,2325
14.666666666666666,5.5,29.333333333333332,0,2375
14.666666666666666,5.75,29.333333333333332,0,2495
14.666666666666666,6.0,29.333333333333332,0,2569
15.333333333333332,0.0,30.666666666666664,0,1508
15.333333333333332,0.25,30.666666666666664,0,1848
15.333333333333332,0.5,30.666666666666664,0,2128
15.333333333333332,0.75,30.666666666666664,0,2281
15.333333333333332,1.0,30.666666666666664,0,2492
15.333333333333332,1.25,30.666666666666664,0,2651
15.333333333333332,1.5,30.666666666666664,0,2830
15.333333333333332,1.75,30.666666666666664,0,2997
15.333333333333332,2.0,30.666666666666664,0,2795
15.333333333333332,2.25,30.666666666666664,0,2671
15.333333333333332,2.5,30.666666666666664,0,2725
15.333333333333332,2.75,30.666666666666664,0,2738
15.333333333333332,3.0,30.666666666666664,0,2884
15.333333333333332,3.25,30.666666666666664,0,2905
15.333333333333332,3.5,30.666666666666664,0,3047
15.333333333333332,3.75,30.666666666666664,0,3289
15.333333333333332,4.0,30.666666666666664,0,3421
15.333333333333332,4.25,30.666666666666664,0,2698
15.333333333333332,4.5,30.666666666666664,0,2670
15.333333333333332,4.75,30.666666666666664,0,2733
15.333333333333332,5.0,30.666666666666664,0,2365
15.333333333333332,5.25,30.666666666666664,0,2348
15.333333333333332,5.5,30.666666666666664,0,2416
15.333333333333332,5.75,30.666666666666664,0,2369
15.333333333333332,6.0,30.666666666666664,0,2445
16.0,0.0,32.0,0,1550
16.0,0.25,32.0,0,1812
16.0,0.5,32.0,0,2033
16.0,0.75,32.0,0,2216
16.0,1.0,32.0,0,2490
16.0,1.25,32.0,0,2670
16.0,1.5,32.0,0,2850
16.0,1.75,32.0,0,2993
16.0,2.0,32.0,0,3118
16.0,2.25,32.0,0,2882
16.0,2.5,32.0,0,2776
16.0,2.75,32.0,0,2846
16.0,3.0,32.0,0,2809
16.0,3.25,32.0,0,3009
16.0,3.5,32.0,0,3080
16.0,3.75,32.0,0,3358
16.0,4.0,32.0,0,3620
16.0,4.25,32.0,0,3392
16.0,4.5,32.0,0,2783
16.0,4.75,32.0,0,2786
16.0,5.0,32.0,0,2695
16.0,5.25,32.0,0,2395
16.0,5.5,32.0,0,2366
16.0,5.75,32.0,0,2466
16.0,6.0,32.0,0,2407
16.666666666666664,0.0,33.33333333333333,0,1628
16.666666666666664,0.25,33.33333333333333,0,1884
16.666666666666664,0.5,33.33333333333333,0,2149
16.666666666666664,0.75,33.33333333333333,0,2345
16.666666666666664,1.0,33.33333333333333,0,2470
16.666666666666664,1.25,33.33333333333333,0,2673
16.666666666666664,1.5,33.33333333333333,0,2849
16.666666666666664,1.75,33.33333333333333,0,3038
16.666666666666664,2.0,33.33333333333333,0,3197
16.666666666666664,2.25,33.33333333333333,0,2914
16.666666666666664,2.5,33.33333333333333,0,2844
16.666666666666664,2.75,33.33333333333333,0,2867
16.666666666666664,3.0,33.33333333333333,0,2942
16.666666666666664,3.25,33.33333333333333,0,2866
16.666666666666664,3.5,33.33333333333333,0,2859
16.666666666666664,3.75,33.33333333333333,0,3186
16.666666666666664,4.0,33.33333333333333,0,3411
16.666666666666664,4.25,33.33333333333333,0,3588
16.666666666666664,4.5,33.33333333333333,0,3375
16.666666666666664,4.75,33.33333333333333,0,2810
16.666666666666664,5.0,33.33333333333333,0,2809
16.666666666666664,5.25,33.33333333333333,0,2592
16.666666666666664,5.5,33.33333333333333,0,2414
16.666666666666664,5.75,33.33333333333333,0,2419
16.666666666666664,6.0,33.33333333333333,0,2445
17.333333333333332,0.0,34.666666666666664,0,1636
17.333333333333332,0.25,34.666666666666664,0,1903
17.333333333333332,0.5,34.666666666666664,0,2100
17.333333333333332,0.75,34.666666666666664,0,2315
17.333333333333332,1.0,34.666666666666664,0,2456
17.333333333333332,1.25,34.666666666666664,0,2585
17.333333333333332,1.5,34.666666666666664,0,2840
17.333333333333332,1.75,34.666666666666664,0,2870
17.333333333333332,2.0,34.666666666666664,0,3060
17.333333333333332,2.25,34.666666666666664,0,3006
17.333333333333332,2.5,34.666666666666664,0,3173
17.333333333333332,2.75,34.666666666666664,0,2889
17.333333333333332,3.0,34.666666666666664,0,2910
17.333333333333332,3.25,34.666666666666664,0,2778
17.333333333333332,3.5,34.666666666666664,0,2944
17.333333333333332,3.75,34.666666666666664,0,3061
17.333333333333332,4.0,34.666666666666664,0,3303
17.333333333333332,4.25,34.666666666666664,0,3366
17.333333333333332,4.5,34.666666666666664,0,3519
17.333333333333332,4.75,34.666666666666664,0,3182
17.333333333333332,5.0,34.666666666666664,0,2772
17.333333333333332,5.25,34.666666666666664,0,2785
17.333333333333332,5.5,34.666666666666664,0,2554
17.333333333333332,5.75,34.666666666666664,0,2458
17.333333333333332,6.0,34.666666666666664,0,2442
18.0,0.0,36.0,0,1490
18.0,0.25,36.0,0,1827
18.0,0.5,36.0,0,2084
18.0,0.75,36.0,0,2312
18.0,1.0,36.0,0,2490
18.0,1.25,36.0,0,2611
18.0,1.5,36.0,0,2733
18.0,1.75,36.0,0,2958
18.0,2.0,36.0,0,3104
18.0,2.25,36.0,0,3107
18.0,2.5,36.0,0,2892
18.0,2.75,36.0,0,2824
18.0,3.0,36.0,0,2974
18.0,3.25,36.0,0,2882
18.0,3.5,36.0,0,2859
18.0,3.75,36.0,0,2925
18.0,4.0,36.0,0,3114
18.0,4.25,36.0,0,3314
18.0,4.5,36.0,0,3557
18.0,4.75,36.0,0,3542
18.0,5.0,36.0,0,2879
18.0,5.25,36.0,0,2712
18.0,5.5,36.0,0,2781
18.0,5.75,36.0,0,2635
18.0,6.0,36.0,0,2318
18.666666666666664,0.0,37.33333333333333,0,1643
18.666666666666664,0.25,37.33333333333333,0,1794
18.666666666666664,0.5,37.33333333333333,0,1946
18.666666666666664,0.75,37.33333333333333,0,2293
18.666666666666664,1.0,37.33333333333333,0,2534
18.666666666666664,1.25,37.33333333333333,0,2638
18.666666666666664,1.5,37.33333333333333,0,2783
18.666666666666664,1.75,37.33333333333333,0,2968
18.666666666666664,2.0,37.33333333333333,0,3171
18.666666666666664,2.25,37.33333333333333,0,3274
18.666666666666664,2.5,37.33333333333333,0,2997
18.666666666666664,2.75,37.33333333333333,0,2795
18.666666666666664,3.0,37.33333333333333,0,3023
18.666666666666664,3.25,37.33333333333333,0,2863
18.666666666666664,3.5,37.33333333333333,0,3002
18.666666666666664,3.75,37.33333333333333,0,2919
18.666666666666664,4.0,37.33333333333333,0,3173
18.666666666666664,4.25,37.33333333333333,0,3294
18.666666666666664,4.5,37.33333333333333,0,3462
18.666666666666664,4.75,37.33333333333333,0,3625
18.666666666666664,5.0,37.33333333333333,0,3279
18.666666666666664,5.25,37.33333333333333,0,2859
18.666666666666664,5.5,37.33333333333333,0,2895
18.666666666666664,5.75,37.33333333333333,0,2822
18.666666666666664,6.0,37.33333333333333,0,2489
19.333333333333332,0.0,38.666666666666664,0,1383
19.333333333333332,0.25,38.666666666666664,0,1812
19.333333333333332,0.5,38.666666666666664,0,2114
19.333333333333332,0.75,38.666666666666664,0,2325
19.333333333333332,1.0,38.666666666666664,0,2443
19.333333333333332,1.25,38.666666666666664,0,2564
19.333333333333332,1.5,38.666666666666664,0,2749
19.333333333333332,1.75,38.666666666666664,0,2923
19.333333333333332,2.0,38.666666666666664,0,3099
19.333333333333332,2.25,38.666666666666664,0,3251
19.333333333333332,2.5,38.666666666666664,0,3094
19.333333333333332,2.75,38.666666666666664,0,2908
19.333333333333332,3.0,38.666666666666664,0,2854
19.333333333333332,3.25,38.666666666666664,0,3024
